read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"van schaik, 2006",1093,-0.0390391113987748,0.0500300757974206,0.223674039167313,older adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,58,58,116
"van schaik, 2006",1094,0.384933257348195,0.03598665713376,0.189701494811612,older adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,69,69,138
"van schaik, 2006",1095,0.0124982739515125,0.0462274237803691,0.215005636624646,older adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,58,58,116
"vazquez-gonzalez, 2013",1096,1.53731973164978,0.0300316159849964,0.173296324210863,other target groups,group,cut-off score,cbt-based,cau,europe,some concern,3,0,1,89,84,173
"vazquez-gonzalez, 2013",1097,1.89094856161203,0.0566058955089261,0.237919935080955,other target groups,group,cut-off score,cbt-based,cau,europe,some concern,3,0,1,89,89,178
"vazquez, 2017",1098,2.02931844098069,0.15030923927331,0.387697355257048,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,22,19,41
"vazquez, 2017",1099,2.1415767628712,0.163906445545475,0.404853610019073,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,20,19,39
"vazquez, 2020",1100,1.25387791464881,0.0320800266462214,0.179108979803419,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,70,80,150
"vazquez, 2020",1101,1.11536469905024,0.0465796603990123,0.215823215616421,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,70,70,140
"vazquez, 2020",1102,-1.0364793309544,0.355956068458447,0.596620539755754,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,70,70,140
"vazquez, 2020",1103,1.141102395532,0.0314072735179101,0.177220973696428,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,69,80,149
"vazquez, 2020",1104,1.10578635561008,0.0466716033968729,0.216036115954886,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,69,69,138
"vazquez, 2020",1105,-1.02843569079143,0.356020851823947,0.596674829219356,other target groups,other formats,subclinical depression,cbt-based,cau,europe,low,4,1,1,69,69,138
"verduyn, 2003",1106,0.117672077444389,0.110423513020535,0.332300335570903,other target groups,group,cut-off score,cbt-based,cau,europe,some concern,2,0,1,30,13,43
"verduyn, 2003",1107,0.281159485943295,0.115514801581455,0.339874685114168,other target groups,group,cut-off score,cbt-based,cau,europe,some concern,2,0,1,32,12,44
"verduyn, 2003",1108,0.0203174770064379,0.112642597459399,0.335622701048959,other target groups,group,cut-off score,not-cbt-based,cau,europe,some concern,2,0,1,28,13,41
"verduyn, 2003",1109,0.25123018037469,0.119868885526979,0.346220862350869,other target groups,group,cut-off score,not-cbt-based,cau,europe,some concern,2,0,1,28,12,40
"vernmark, 2010",1110,0.562445042906717,0.137121335195964,0.370298980819505,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,29,29,58
"vernmark, 2010",1111,1.88437370451128,0.224450545859122,0.473762119485213,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,27,54
"vernmark, 2010",1112,1.47051839155581,0.149086884502297,0.386117708092101,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,27,54
"vernmark, 2010",1113,0.707788550920529,0.136425993739595,0.369358895573932,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,27,54
"vernmark, 2010",1114,1.3854497475039,0.151499293636638,0.389229101733977,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,24,24,48
"vernmark, 2010",1115,0.808938101678643,0.141480204231846,0.376138543932745,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,24,24,48
"vernmark, 2010",1116,0.929358322849885,0.0766157167363775,0.27679544204408,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,29,29,58
"vernmark, 2010",1117,0.800844022083181,0.0746462224323685,0.273214608746254,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,29,29,58
"vernmark, 2010",1118,0.556648640683846,0.0743652359768346,0.272699900947607,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,29,56
"vernmark, 2010",1119,0.355916550100425,0.0726830737295893,0.269597985396014,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,29,56
"vigod, 2021",1120,0.148335947953988,0.0521728181416834,0.228413699549049,perinatal depression,group,cut-off score,not-cbt-based,wl,north america,some concern,2,0,1,37,40,77
"vitriol, 2009",1121,0.574648018557669,0.0479149456582045,0.218894827847084,other target groups,individual,diagnosis,not-cbt-based,cau,other region,some concern,2,0,1,44,43,87
"vitriol, 2009",1122,0.56857269964265,0.094673413674854,0.30769045106219,other target groups,individual,diagnosis,not-cbt-based,cau,other region,some concern,2,0,1,39,39,78
"vitriol, 2009",1123,0.407158073551457,0.471954494699912,0.686989442931922,other target groups,individual,diagnosis,not-cbt-based,cau,other region,some concern,2,0,1,39,39,78
"warmerdam, 2008",1124,0.543403718436667,0.0237089418037035,0.153977082072962,adults,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,88,87,175
"warmerdam, 2008",1125,0.430975362898046,0.0233932124330148,0.152948397941969,adults,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,88,87,175
"watkins, 2012",1126,0.803045576229136,0.0620400620903727,0.249078425581929,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,33,37,70
"watkins, 2012",1127,0.490740808555283,0.0590889741675361,0.243082237457894,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,33,37,70
"watkins, 2012",1128,0.859705127960534,0.0627281457312727,0.250455875817024,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,33,37,70
"watkins, 2012",1129,0.210636709159179,0.060950230969289,0.246881005687536,adults,other formats,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,33,33,66
"watkins, 2012",1130,0.249028439843574,0.0610871250330934,0.247158097243633,adults,other formats,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,33,33,66
"watkins, 2012",1131,0.278339560497489,0.0612070339680034,0.247400553693809,adults,other formats,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,33,33,66
"watt, 2000",1132,0.949779854670702,0.249848476500083,0.499848453533751,older adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,9,9,18
"watt, 2000",1133,2.15258543056097,0.364126958320538,0.603429331670692,older adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,9,9,18
"watt, 2000",1134,1.05143624303113,0.256078716275229,0.506042207997741,older adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,9,9,18
"watt, 2000",1135,2.74527344679454,0.453028340088524,0.67307379988269,older adults,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,9,9,18
"weissman, 1979",1136,0.882919417239354,0.181062271028385,0.425514125533319,adults,individual,diagnosis,not-cbt-based,other ctr,north america,some concern,1,0,1,17,17,34
"westerhof, 2019",1137,0.223060784837882,0.161320538298298,0.401647280954692,adults,guided self-help,cut-off score,not-cbt-based,wl,europe,low,4,1,1,13,12,25
"westerhof, 2019",1138,-0.312672645690244,0.156766598293901,0.395937619195122,adults,other formats,cut-off score,not-cbt-based,wl,europe,low,4,1,1,14,12,26
"wickberg, 1996",1139,1.33426168614639,0.22797266319526,0.477464829275686,perinatal depression,individual,diagnosis,not-cbt-based,cau,europe,some concern,1,0,1,15,15,30
"wiersma, 2014",1140,0.548171553720297,0.0399419762001176,0.199854887856458,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,51,53,104
"wiersma, 2014",1141,0.350713801821135,0.0718310283911262,0.26801311234924,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,67,67,134
"wiersma, 2014",1142,0.256959925815887,0.0455080005722767,0.213326042883368,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,67,67,134
"wiersma, 2014",1143,0.66014449360481,0.0415579400287022,0.203857646480828,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,67,67,134
"wiklund, 2010",1144,0.815294020815897,0.0870638456583802,0.295065832753269,perinatal depression,individual,cut-off score,cbt-based,cau,europe,some concern,1,0,1,33,33,66
"williams, 2000",1145,0.0718835925640309,0.0211215489244043,0.145332545991613,older adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,113,113,226
"williams, 2000",1146,-0.112799295355174,0.0460097090073133,0.214498738941079,older adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,50,50,100
"williams, 2000",1147,0.232220520816313,0.0396779099460405,0.199193147337052,older adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,63,63,126
"williams, 2013a",1148,0.935515710663847,0.10627805081046,0.326003145399641,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,20,22,42
"williams, 2013a",1149,0.965259309648182,0.106977232423712,0.327073741568644,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,20,22,42
"williams, 2013a",1150,0.939489621347124,0.106370198908294,0.326144444852728,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,20,22,42
"williams, 2013a",1151,0.63756567877837,0.126512302102864,0.355685678799223,adults,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,20,20,40
"williams, 2013b",1152,0.229140576844467,0.0143289864871375,0.119703744666311,adults,guided self-help,cut-off score,cbt-based,cau,europe,some concern,3,0,1,141,140,281
"williams, 2013b",1153,0.453524221620167,0.0284157912876005,0.168569840978748,adults,guided self-help,cut-off score,cbt-based,cau,europe,some concern,3,0,1,101,101,202
"williams, 2018",1154,0.681025324678821,0.0409535008019088,0.202369713153695,adults,group,cut-off score,cbt-based,wl,europe,low,4,1,1,48,56,104
"williams, 2018",1155,0.640854072017088,0.0406943992815251,0.201728528675359,adults,group,cut-off score,cbt-based,wl,europe,low,4,1,1,48,56,104
"wilson, 1983",1156,2.59924926926898,0.456680334126301,0.675781276839112,adults,individual,cut-off score,cbt-based,wl,australia,some concern,1,0,1,8,9,17
"wilson, 1983",1157,1.82627417827527,0.344999358970055,0.587366460542356,adults,individual,cut-off score,cbt-based,wl,australia,high,0,0,0,8,9,17
"wilson, 1983",1158,1.91651561805295,0.356026184543663,0.596679297901028,adults,individual,cut-off score,cbt-based,wl,australia,some concern,1,0,1,8,9,17
"wilson, 1983",1159,1.52564137938358,0.31210067831882,0.558659716033669,adults,individual,cut-off score,cbt-based,wl,australia,high,0,0,0,8,9,17
"wollersheim, 1991",1160,0.175932828285658,0.25108208775434,0.50108091936766,adults,group,diagnosis,not-cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1161,0,0.324227787655481,0.569410034733742,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1162,0.748047008010233,0.509500809172898,0.713793253801756,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1163,0.748047008010233,0.509500809172898,0.713793253801756,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1164,0.306387566920282,0.364756261112416,0.603950545253844,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1165,1.01431813890134,0.49936869080866497,0.70666023717814,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1166,1.01431813890134,0.49936869080866497,0.70666023717814,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1167,0,0.324227787655481,0.569410034733742,adults,group,diagnosis,not-cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1168,0,0.694773830690316,0.833530941651428,adults,group,diagnosis,not-cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1169,0.277768938962802,0.252697342362517,0.502690105693873,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1170,0.411503240099354,0.255919911736688,0.505885275271664,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1171,-0.149332498503183,0.250779609955221,0.500779003109376,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1172,-0.048660069215195,0.250082777853024,0.500082771001986,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1173,-0.0148350455392355,0.250007693899002,0.500007693839807,adults,group,diagnosis,not-cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wollersheim, 1991",1174,0,0.694773830690316,0.833530941651428,adults,group,diagnosis,not-cbt-based,wl,north america,some concern,1,0,1,8,8,16
"wong, 2008a",1175,0.740583073369718,0.0132799379069371,0.115238612916579,adults,group,cut-off score,cbt-based,wl,east asia,some concern,3,0,1,163,159,322
"wong, 2008b",1176,0.75891536764192,0.0491637949475798,0.22172910261754,adults,group,diagnosis,cbt-based,wl,east asia,some concern,2,0,1,48,40,88
"wong, 2018",1177,0.192512298517246,0.0173970890333585,0.131898025130623,adults,group,subclinical depression,cbt-based,cau,east asia,low,4,1,1,115,116,231
"wright, 2005",1178,1.27718366035736,0.162051314326473,0.402555976637378,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,NA,NA,NA
"wright, 2005",1179,0.921384681387648,0.148279477647507,0.385070743691997,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,NA,NA,NA
"wright, 2005",1180,1.18806803631697,0.158183529411765,0.39772293045758,adults,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,NA,NA,NA
"wright, 2005",1181,1.02503370457967,0.151831278507881,0.389655332964763,adults,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,NA,NA,NA
"wuthrich, 2013",1182,0.84749547320783,0.0715489913908482,0.267486432162172,older adults,group,diagnosis,cbt-based,wl,australia,some concern,3,0,1,27,35,62
"wuthrich, 2013",1183,0.683819411698971,0.0694759891048331,0.263582983337,older adults,group,diagnosis,cbt-based,wl,australia,some concern,3,0,1,27,35,62
"wuthrich, 2013",1184,0.693065788595296,0.0695812869380763,0.263782650942165,older adults,group,diagnosis,cbt-based,wl,australia,some concern,3,0,1,27,35,62
"wuthrich, 2013",1185,1.27465406532244,0.146191993541087,0.382350615981049,older adults,group,diagnosis,cbt-based,wl,australia,some concern,3,0,1,20,20,40
"wuthrich, 2013",1186,1.14937100224172,0.227466057277048,0.476934017739402,older adults,group,diagnosis,cbt-based,wl,australia,some concern,3,0,1,20,20,40
"wuthrich, 2016",1187,0.553634418360892,0.0332280319412606,0.182285577984822,older adults,group,diagnosis,cbt-based,other ctr,australia,low,4,1,1,76,53,129
"wuthrich, 2016",1188,0.702705831933885,0.0470793184111358,0.216977691044807,older adults,group,diagnosis,cbt-based,other ctr,australia,low,4,1,1,76,76,152
"wuthrich, 2016",1189,0.483362538248853,0.0408102159606745,0.202015385455352,older adults,group,diagnosis,cbt-based,other ctr,australia,low,4,1,1,76,76,152
"xie, 2019",1190,0.684372766023884,0.0580819025133761,0.241001872427116,older adults,group,cut-off score,cbt-based,cau,east asia,some concern,2,0,1,37,36,73
"yang, 2018",1191,0.795589752903082,0.06465639163689,0.254276211307488,student population,group,diagnosis,not-cbt-based,cau,east asia,some concern,2,0,1,32,35,67
"yeung, 2017",1192,0.606455549420687,0.068825886482673,0.262346881976274,adults,guided self-help,cut-off score,cbt-based,wl,east asia,some concern,3,0,1,NA,NA,NA
"yuan, 2020",1193,0.643558610812107,0.0844031177969932,0.290522146827042,older adults,individual,cut-off score,cbt-based,cau,east asia,low,4,1,1,24,26,50
"yuan, 2020",1194,-1.04781955190943,0.219235546634798,0.46822595681444,older adults,individual,cut-off score,cbt-based,cau,east asia,low,4,1,1,24,24,48
"zemastani, 2020",1195,2.61819522951659,0.145907149417302,0.381977943626725,general medical,group,diagnosis,cbt-based,other ctr,other region,some concern,2,0,1,23,29,52
